symbol,expiry,strike,stock_price,call_bid,call_ask,call_volume,call_open_interest,call_bid_iv,call_ask_iv,call_mid_iv,call_model_iv,call_delta,call_gamma,call_vega,call_theta,put_bid,put_ask,put_volume,put_open_interest,put_bid_iv,put_ask_iv,put_mid_iv,put_model_iv,put_delta,put_gamma,put_vega,put_theta
LSCC,20260320,105.0,101.03,3.4,3.6,89.0,,0.48751579885697727,0.5076771646580376,0.4975964817575074,0.5070027373668264,0.41247547237862714,0.030331369840355758,0.09914193468283505,-0.11441309945583322,7.0,7.6,0.0,,0.48492325492946464,0.5253445153079247,0.5051338851186946,0.5070027373668264,-0.5903383855796438,0.03060700006427519,0.09893272473173909,-0.10422295400369208
LSCC,20260417,100.0,101.03,8.2,9.1,6.0,0.0,0.4934364295060226,0.554177179965745,0.5238068047358838,0.506832792650057,0.5699610558964123,0.02059180834798089,0.14817282273821775,-0.07922406052784403,6.6,7.5,0.0,0.0,,,,0.506832792650057,-0.4329497757344393,0.020821584411166837,0.1482021419864239,-0.06937652610024791
LSCC,20260417,105.0,101.03,5.8,6.2,17.0,0.0,,,,0.5030567220152851,0.46652090656397366,0.021065182558481853,0.1469704985132818,-0.07720766873370177,9.2,9.7,5.0,0.0,,,,0.5030567220152851,-0.537816253814513,0.02137144637422535,0.14673409964043493,-0.06720587839607717
LSCC,20260821,100.0,101.03,16.6,18.1,0.0,0.0,,,,0.5884601739090513,0.6085151353179221,0.009291292343980757,0.2705409484707957,-0.04971499312109984,14.1,16.2,0.0,0.0,,,,0.5884601739090513,-0.39751932696307957,0.009536397263755096,0.2708678759711507,-0.04037528607369367
LSCC,20260821,105.0,101.03,13.4,16.2,0.0,0.0,,,,0.5842685692942748,0.5613149540914752,0.009616391921561693,0.275698275039689,-0.04997750178426408,16.8,19.4,0.0,0.0,,,,0.5842685692942748,-0.4461266411797847,0.009908428811819402,0.27558711346691567,-0.04034121099791932
LSCC,20260918,100.0,101.03,17.8,19.4,0.0,0.0,,,,0.5794307856542433,0.614181405500097,0.00872968248584049,0.28985691149445003,-0.045611524226590205,14.9,17.0,0.0,0.0,,,,0.5794307856542433,-0.39259620481393465,0.008993232788709532,0.2902906074719507,-0.03640754159850523
GRMN,20260320,250.0,249.63,5.9,6.6,1.0,0.0,0.2447945080972855,0.2770759442612613,0.2609352261792734,0.26350071088319804,0.507804694164499,0.024674375914727268,0.24777953170511413,-0.16289425394822565,6.4,7.2,11.0,24.0,0.24154904952099254,0.27364971951550426,0.2575993845182484,0.26350071088319804,-0.5053462390433536,0.02450003992937267,0.2491600308444637,-0.1314776832874891
GRMN,20260320,240.0,249.63,12.2,13.9,0.0,0.0,0.2535161010189125,0.3362838197954211,0.2948999604071668,0.2764896861925326,0.7370494420499487,0.019920425272225716,0.20285312063221106,-0.14817220270560227,2.85,3.2,4.0,34.0,0.26391812561482625,0.28040478807419705,0.27216145684451165,0.2764896861925326,-0.2804805998026319,0.019630271351097635,0.21255451866809372,-0.12180609227964201
GRMN,20260417,250.0,249.63,9.0,10.4,0.0,0.0,0.24062334464835786,0.27844890989844756,0.2595361272734027,0.25817531118477927,0.5212500171460023,0.01665028590348436,0.3700903722655493,-0.10699342927199851,8.9,10.3,1.0,35.0,0.23827022452055555,0.2761734195692062,0.25722182204488087,0.25817531118477927,-0.4862258213047891,0.017082554188837164,0.36936277954765373,-0.082569109105183
GRMN,20260417,240.0,,15.2,16.4,1.0,0.0,,,,,,,,,5.1,6.2,1.0,,,,,,,,,
GRMN,20260717,240.0,249.63,24.6,27.4,0.0,,0.3032307121637106,0.3509559755850643,0.3270933438743875,0.33581349279418893,0.6306167298810614,0.007296631172965836,0.5898922865807847,-0.0839643392451137,13.3,16.3,0.0,,0.3054163837522492,0.3563172841166267,0.33086683393443794,0.33581349279418893,-0.37443902751866737,0.00742399416582241,0.590898814372208,-0.05986005735868005
GRMN,20261016,250.0,249.63,25.6,28.1,0.0,0.0,0.31132934126895084,0.343617679090825,0.3274735101798879,0.327750344255635,0.5698620738203691,0.006147607239615616,0.7740600466328793,-0.06579379560053411,22.8,25.7,0.0,0.0,0.3039004779926288,0.3412606026485545,0.3225805403205917,0.327750344255635,-0.4394091024934676,0.006221947541109567,0.7759437831430702,-0.041780902888465477
GRMN,20261016,240.0,249.63,31.0,33.8,1.0,,0.3175068839979925,0.3553227107434193,0.3364147973707059,0.3349264046439172,0.6302480726311495,0.005782885279901311,0.7405395656464862,-0.06543777809122275,18.5,21.2,0.0,0.0,0.3121042909997371,0.3483398673295504,0.33022207916464374,0.3349264046439172,-0.37832180480900157,0.005839675136793945,0.7452955475363616,-0.04260480154644242
PTC,20260320,155.0,153.99,4.5,5.0,2.0,0.0,0.31100937071832274,0.34338803352128067,0.32719870211980173,0.32400771775990783,0.49496784011866185,0.03192042056883666,0.15441545849612126,-0.11747432544210046,5.2,5.7,3.0,,0.3122198466663081,0.3446385857244793,0.32842921619539367,0.32400771775990783,-0.5085713234201096,0.032302242547438006,0.15423064357475358,-0.1022076836177872
PTC,20260320,150.0,153.99,7.3,7.9,0.0,,0.31667867953429785,0.3582621912765471,0.3374704354054225,0.3410202965540314,0.6464893964911702,0.02825211117504238,0.14435229566877883,-0.11789384152043159,3.1,3.6,1.0,,0.3250633688931085,0.35968085698716074,0.3423721129401346,0.3410202965540314,-0.3554004455449926,0.028475414242958484,0.14446351037057736,-0.1026350764799493
PTC,20260417,150.0,153.99,8.7,10.9,0.0,0.0,0.26538258792746383,0.3675162698556321,0.316449428891548,0.306877771464056,0.6302314143167106,0.02147856223570198,0.21381051138275176,-0.07396402266750535,3.7,5.8,1.0,37.0,0.2534581538185977,0.3513217240162534,0.30238993891742555,0.306877771464056,-0.3737659761772386,0.021837587263521942,0.21445874190444503,-0.05909570035156353
PTC,20260821,155.0,153.99,14.0,17.0,0.0,0.0,0.3071926036785597,0.3782229276551353,0.3427077656668475,0.3501641627235274,0.5681228861530279,0.010487995332539093,0.4221711454820749,-0.049457295957624936,12.3,15.2,0.0,0.0,0.3047221526249285,0.37350359082512513,0.3391128717250268,0.3501641627235274,-0.44339120538381815,0.010974280940715838,0.4215040543542674,-0.034971233880803254
PTC,20260821,150.0,153.99,16.5,19.7,0.0,0.0,0.30706986225167765,0.38581731236306926,0.34644358730737346,0.3548021963272689,0.619924740880413,0.010032755628136715,0.40654258597192694,-0.04900290372353311,9.9,13.8,0.0,,0.30634186592959367,0.4020442958119649,0.3541930808707793,0.3548021963272689,-0.38924046469333823,0.010431851886680082,0.40761930406511837,-0.03479443668649296
PTC,20261016,155.0,153.99,15.8,19.9,0.0,0.0,0.2963670889202266,0.3815111491451647,0.3389391190326957,0.3421482834262863,0.5800604854989488,0.00929866238153151,0.4813981933925646,-0.04292153856638592,13.4,17.4,0.0,0.0,,,,0.3421482834262863,-0.434053746595266,0.009843151175155013,0.48073095077981876,-0.028746708550375644
PTC,20261016,150.0,153.99,18.5,22.5,0.0,0.0,,,,0.3454482415880315,0.6261008819887639,0.00892966005784767,0.46464435834985807,-0.04248799528285829,11.1,15.0,0.0,0.0,,,,0.3454482415880315,-0.38537969717375187,0.009385529182514143,0.4661252485671099,-0.028589689547247943
NTR,20260320,73.0,71.99,1.75,2.15,0.0,0.0,0.2949444059220025,0.3499863295711906,0.3224653677465965,0.32688369654723093,0.46056024405658363,0.0674819420657393,0.0726453411392336,-0.05546680375082769,2.65,3.0,0.0,2.0,0.30316719555951954,0.3514885322373663,0.32732786389844293,0.32688369654723093,-0.5433980279650458,0.06836452605018349,0.07243116517227755,-0.04828075251896813
NTR,20260320,72.5,71.99,1.95,2.35,6.0,0.0,0.2909600519460253,0.3463315733169394,0.3186458126314824,0.32710622023139735,0.49446881657084846,0.06760226275389966,0.0722200911052524,-0.05543274970370371,2.4,2.75,0.0,40.0,0.3062976317077892,0.3548187185090655,0.33055817510842733,0.32710622023139735,-0.509385633146853,0.06840704239804012,0.07213249360818663,-0.04828886162416257
NTR,20260327,73.0,71.99,2.0,2.5,0.0,0.0,0.2855806441984018,0.3458652978666601,0.31572297103253094,0.3288328354512319,0.4734189756318384,0.058828158737006746,0.08288284658382894,-0.049164801754257415,2.9,3.4,0.0,0.0,0.2988092686201884,0.3592926242687019,0.32905094644444516,0.3288328354512319,-0.5310853986707408,0.05972328407119446,0.08266858169826863,-0.042018460629534626
NTR,20260618,72.5,71.99,4.8,5.6,3.0,0.0,0.30478638911848543,0.3551011975574957,0.32994379333799057,0.32604407222753645,0.5339266705330364,0.030776540359204612,0.15899112463237852,-0.026634206875128186,4.8,5.9,0.0,146.0,0.29534902425389914,0.3648052858173091,0.3300771550356041,0.32604407222753645,-0.47644443690524935,0.031922415569843175,0.15838768893593258,-0.019479122095102497
AGI,20260320,49.0,50.25,3.2,3.7,27.0,0.0,0.5012544818808846,0.5841397410647389,0.5426971114728117,0.5105961508459348,0.6106346395845678,0.05992399691425552,0.04924975106000362,-0.05745724483693948,1.8,2.05,108.0,285.0,0.49658056187519767,0.538741803269481,0.5176611825723393,0.5105961508459348,-0.3898264968445512,0.06016703652582464,0.04926539549114439,-0.05162834472498434
AGI,20260417,50.0,50.25,4.0,4.4,77.0,0.0,0.5060214920547021,0.5465617922790991,0.5262916421669006,0.5100556909098691,0.5642876252738193,0.041170506821693154,0.07401173654691195,-0.039778131824224516,3.4,3.8,13.0,15.0,0.49483968636396863,0.5488810417606723,0.5218603640623205,0.5100556909098691,-0.43980180477483144,0.041684038520153524,0.07400906798943518,-0.034846533790952705
AGI,20260618,50.0,50.25,6.0,6.5,89.0,0.0,0.5126983891093599,0.5493598290036593,0.5310291090565096,0.5180905841469075,0.5799243114470266,0.02726675639475411,0.10906452722790405,-0.027462754000466383,5.3,5.6,6.0,23.0,0.5131135979854334,0.5405265021156104,0.5268200500505219,0.5180905841469075,-0.4258673224654621,0.027364097999832606,0.10935573887531103,-0.02242854742449829
AGI,20260618,49.0,50.25,6.4,7.1,0.0,0.0,,,,0.5173573187143561,0.606893545588681,0.02695105674202328,0.10720855065562152,-0.027076075547930678,4.4,5.1,0.0,35.0,,,,0.5173573187143561,-0.3985030446272899,0.027019478778073994,0.10796617480138515,-0.022243874218539794
AGI,20260918,50.0,50.25,8.2,8.7,9.0,0.0,,,,0.5199310343454501,0.599158175506822,0.01991773913453212,0.14475714431586262,-0.02063631955392431,6.2,7.6,0.0,11.0,,,,0.5199310343454501,-0.40708182109669033,0.020301738851626967,0.14499588414772813,-0.015772524076565375
AGI,20260918,49.0,50.25,8.3,9.1,0.0,0.0,,,,0.5192452475808158,0.6187624963280511,0.019695706806807753,0.14288839878525472,-0.020433855868009942,5.7,7.1,0.0,10.0,,,,0.5192452475808158,-0.3868325308290983,0.02004503549296384,0.143200897588609,-0.01566927829979292
MEDP,20260320,440.0,438.82,15.0,19.1,0.0,0.0,0.3417991733625873,0.4355546355750224,0.3886769044688049,0.37892081853481313,0.5152749472019761,0.009555054317961517,0.4383126734982561,-0.3885046344456917,15.4,21.0,50.0,2.0,0.3475746945977824,0.4754027017617662,0.4114886981797743,0.37892081853481313,-0.4844248040320281,0.009639230160258064,0.4381778515089927,-0.34521383192281974
MEDP,20260320,450.0,438.82,8.4,14.2,0.0,0.0,0.28756582977340556,0.42271563590807315,0.3551407328407393,0.3745078806452151,0.4153314868450766,0.009421492763540101,0.42832937462504006,-0.37281573574204074,20.4,26.0,0.0,6.0,0.3301044695208114,0.461133908987535,0.39561918925417316,0.3745078806452151,-0.5797919111545538,0.009563652087146208,0.4275463122339005,-0.3298678985063148
MEDP,20260417,440.0,438.82,20.4,26.4,0.0,,0.30283196037577226,0.39504592926072013,0.34893894481824617,0.35015232519072775,0.5346628045397327,0.0069565528459762695,0.6506207875417971,-0.2469623040498803,20.0,25.9,0.0,,0.31278901775740564,0.4035538147222077,0.35817141623980664,0.35015232519072775,-0.47036714196087065,0.007080816342450424,0.650084519044416,-0.20408786245974753
MEDP,20260417,450.0,438.82,15.5,21.5,0.0,0.0,0.295908065502656,0.3879626789909477,0.34193537224680187,0.3463797620492124,0.465017670916488,0.007039797381735801,0.6627073490501019,-0.2459295588585988,25.0,31.3,0.0,0.0,0.30418951817888634,0.4010387231301658,0.3526141206545261,0.3463797620492124,-0.5414908924819526,0.0071939644085658476,0.6580606544456522,-0.201608293666812
MEDP,20260618,440.0,438.82,39.5,47.0,0.0,0.0,0.3850278196888347,0.4628208574483857,0.4239243385686102,0.4242029686545736,0.5632655856984707,0.0038105427493673803,0.9639761146545069,-0.2036714900512706,36.7,44.2,0.0,2.0,0.3954937097179596,0.47334651308386183,0.43442011140091075,0.4242029686545736,-0.4435839429281168,0.003913099048761013,0.9635095818523709,-0.1605862936100806
MEDP,20260618,450.0,438.82,34.7,42.0,0.0,0.0,0.3827515591697027,0.45856170890335346,0.4206566340365281,0.4202619589012943,0.5247404455839358,0.003900434920361296,0.962687501890791,-0.20045417673510713,41.9,48.4,0.0,3.0,0.39337689448063995,0.46102677654883795,0.42720183551473895,0.4202619589012943,-0.4833882627752633,0.004017372725840253,0.960916860644268,-0.15711920014068426
MEDP,20260918,440.0,438.82,57.4,66.2,0.0,0.0,0.41012667988697854,0.478813603752637,0.44447014181980776,0.4433796241228402,0.5884322491649646,0.002671033840801563,1.2809505435919633,-0.15952934130639562,50.7,59.0,0.0,1.0,0.4158239590987584,0.48060985006352347,0.44821690458114094,0.4433796241228402,-0.42101186953355757,0.002777412071696055,1.281186791029846,-0.11896032574106385
MEDP,20260918,450.0,438.82,52.9,61.2,0.0,0.0,0.40997068529856,0.47435939010973205,0.44216503770414606,0.4411601326244332,0.561472716469051,0.0027250909525712527,1.2886805881590604,-0.15892855206536183,57.6,64.0,0.0,2.0,0.42704186508908554,0.4767823727891866,0.4519121189391361,0.4411601326244332,-0.4492102695915254,0.0028424293310991924,1.287126318480567,-0.11793575007845902
NXT,20260320,120.0,118.3,7.2,7.5,5.0,,0.6619990092861031,0.6872840895149411,0.6746415494005221,0.6619990092861031,0.504028637181251,0.020334531408130112,0.1186596324817657,-0.17805174838596471,8.3,8.9,0.0,,0.6392436558372302,0.6898241067355295,0.6645338812863799,0.6619990092861031,-0.4963677411106057,0.020434467865538194,0.11864160637452414,-0.16624581646866332
NXT,20260320,115.0,118.3,9.6,10.0,4.0,,0.6604307055593905,0.69499541525981,0.6777130604096002,0.6751568683281793,0.6041877480119288,0.019294342399409227,0.1157234931465343,-0.17812821118202038,6.1,6.4,3.0,,0.6625471775122059,0.6884655503379014,0.6755063639250536,0.6751568683281793,-0.39691287938811903,0.01937468506488375,0.11574557529102414,-0.16653603276794193
NXT,20260417,120.0,118.3,10.7,11.2,2.0,0.0,0.6230780122195885,0.6629209021410527,0.6429994571803206,0.6414213872072353,0.5325999610368398,0.014061534136863002,0.17567423278501693,-0.11656065615506961,11.5,12.2,0.0,25.0,0.6150499938398531,0.654894857027341,0.6349724254335971,0.6414213872072353,-0.4700773601264243,0.01419857843559487,0.17562899316726366,-0.1048875364134414
NXT,20260417,115.0,118.3,12.2,13.6,0.0,0.0,0.5844477204504637,0.6661595245524385,0.6253036225014511,0.647942572172046,0.6021801807952337,0.013497169661829756,0.1712740391118146,-0.11549675704563711,9.0,9.7,0.0,20.0,,,,0.647942572172046,-0.3998398005212442,0.01360639269696631,0.1713516715552359,-0.10410509300003845
NXT,20260821,120.0,118.3,21.1,22.9,1.0,0.0,,,,0.6652392478027777,0.5951244294634955,0.007083630330429393,0.31961276701074937,-0.06533513020018589,19.4,21.9,0.0,2.0,,,,0.6652392478027777,-0.410310408602515,0.007258397777098131,0.3198874175891362,-0.054245078476551356
NXT,20260821,115.0,118.3,23.2,25.6,0.0,0.0,,,,0.6703566541284327,0.6310337385420631,0.006848444417811751,0.31170205047780186,-0.0645090035633693,16.8,19.3,0.0,43.0,,,,0.6703566541284327,-0.37396602341132973,0.007004280635876963,0.31223428364124217,-0.05376425883984126
NXT,20261120,120.0,118.3,25.5,27.5,0.0,0.0,,,,0.653020173152443,0.6198188462909294,0.0057583502689824,0.3855864080329994,-0.051955161131054695,24.0,25.9,0.0,1.0,,,,0.653020173152443,-0.38814896697241186,0.005971381102395899,0.38633837670627,-0.04128471069601147
NXT,20261120,115.0,118.3,27.8,30.3,0.0,0.0,,,,0.6574890617283287,0.6489098824694256,0.005565548500051916,0.37583863737391354,-0.051208994222289306,20.5,23.5,0.0,0.0,,,,0.6574890617283287,-0.35798173169594705,0.0057534282951084625,0.37702965526633747,-0.040869712389401514
CELH,20260320,50.0,50.04,4.0,4.1,98.0,0.0,0.786130775066308,0.8062578818389741,0.796194328452641,0.7861587316356757,0.5482095415824371,0.040271612464052094,0.049715519377039996,-0.08833793316014349,3.85,4.0,113.0,,0.7860735412563203,0.8162653576285565,0.8011694494424384,0.7861587316356757,-0.4529560532910201,0.04044075900922117,0.04971782206357922,-0.0833618369074931
CELH,20260327,50.0,50.04,3.95,4.6,4.0,0.0,0.6765487044632321,0.79123093346683,0.7338898189650311,0.7229070924041581,0.5490143327339946,0.03841894177269004,0.05668841672841651,-0.07131024419040255,3.7,4.35,0.0,5.0,0.6649807712633266,0.7796423043221695,0.722311537792748,0.7229070924041581,-0.4525241191320121,0.03863201316582689,0.056689889354180956,-0.06636655043601225
CELH,20260327,51.0,50.04,3.35,4.4,4.0,0.0,,,,0.7193173138682262,0.5108864351158586,0.03871108248358285,0.05733735099816606,-0.0715955221877862,4.35,4.85,1.0,0.0,,,,0.7193173138682262,-0.4908397545213467,0.038945209062439465,0.057320039563257374,-0.06658061827969508
CELH,20260717,50.0,50.04,7.55,7.95,5.0,0.0,,,,0.586247336020025,0.5897002164901093,0.021346336041949323,0.12112200811360818,-0.0274141364003464,6.65,7.0,0.0,32.0,,,,0.586247336020025,-0.4146351209738403,0.02180574334005979,0.12126207481144302,-0.02265370976069292
CELH,20260918,50.0,50.04,9.1,10.05,12.0,0.0,,,,0.58861294562048,0.6071340323405927,0.017429548264176375,0.14431089722922685,-0.02299089285627609,8.0,8.45,0.0,217.0,,,,0.58861294562048,-0.39879345633379326,0.017934626452462854,0.14456057235420872,-0.018406701104220602
CPAY,20260320,330.0,332.2,13.3,16.4,3.0,0.0,0.35582448050932,0.4410749915078214,0.3984497360085707,0.39417541738772643,0.5562423575024475,0.012043723333547097,0.3295252902406762,-0.3033583068809147,10.3,11.9,6.0,19.0,0.24783363396858682,0.40572057292407365,0.32677710344633026,0.39417541738772643,-0.442360710592625,0.012111679082525207,0.32962079497071706,-0.27051394777357807
CPAY,20260320,340.0,332.2,8.4,10.5,3.0,0.0,0.35013006081601183,0.4028930812542213,0.37651157103511657,0.3805377661344296,0.4350430076005066,0.012444354324734092,0.32392807487611464,-0.2850425772904739,15.1,17.2,3.0,14.0,0.3323126427726682,0.4037214673750098,0.368017055073839,0.3805377661344296,-0.5685795714682083,0.012588243511203015,0.3233113547952229,-0.2521562091774392
CPAY,20260417,330.0,332.2,17.1,21.5,0.0,,0.30834918438149095,0.39221333584329904,0.350281260112395,0.3437310002098984,0.5627496096565564,0.009262240781358892,0.48880290973025,-0.18343716272207544,13.5,19.0,0.0,,0.3155290300739563,0.4014293964797364,0.35847921327684634,0.3437310002098984,-0.44180006659989823,0.009421500362573046,0.48878985761046856,-0.15096852732545685
CPAY,20260417,340.0,332.2,12.3,17.8,0.0,,0.3051551805675957,0.4089656633645821,0.3570604219660889,0.3386683440547072,0.4689678601117886,0.009511015829701793,0.5010736118652961,-0.1823119467457488,18.3,23.2,0.0,,0.30382461393186644,0.39207998059290367,0.3479522972623851,0.3386683440547072,-0.5375891337030793,0.009722987834766628,0.4982771167243243,-0.14930823996250453
CPAY,20260821,330.0,332.2,32.7,40.0,0.0,,0.31317714867764845,0.3875155182009823,0.35034633343931537,0.34630371372345886,0.5894283735207579,0.004862341573535269,0.9011596510051305,-0.10532089019561397,24.8,31.0,0.0,,0.3123196924841149,0.3810958763536732,0.34670778441889405,0.34630371372345886,-0.42126197008547495,0.005076940380607206,0.9012027439663619,-0.07429978281436078
CPAY,20260821,340.0,332.2,29.5,32.7,0.0,0.0,0.3274358048455586,0.36027137950635807,0.34385359217595834,0.34386499878688553,0.5402976023553432,0.005003118837778607,0.9131455291394026,-0.10466556789451786,31.3,34.8,0.0,2.0,0.32483505709825694,0.3643692939535253,0.3446021755258911,0.34386499878688553,-0.47286404277875604,0.005257497884951982,0.9101442856877071,-0.07326239708402937
CPAY,20270115,330.0,332.2,42.0,51.0,0.0,0.0,0.28505091880806277,0.3601700634066045,0.32261049110733364,0.3233345224733672,0.6120851363273557,0.0037921668733361755,1.1979798730989017,-0.0761958293120415,29.0,38.0,0.0,14.0,0.28100694943047994,0.3560076150308411,0.3185072822306605,0.3233345224733672,-0.4052377931672511,0.004081876731679176,1.1996759920873004,-0.04680138161021574
CPAY,20270115,340.0,332.2,38.0,45.0,0.0,0.0,0.2905867786904396,0.3474960413078196,0.31904140999912955,0.3208457883836594,0.5737445852870805,0.003908405952313104,1.2291431582386778,-0.0764748657294092,35.4,43.0,0.0,14.0,0.29061973694696935,0.35268103908247417,0.3216503880147218,0.3208457883836594,-0.44679750652779704,0.004244366877744727,1.2239005802000236,-0.04656495765026136
DKS,20260320,210.0,212.23000000000002,13.1,14.5,12.0,0.0,0.5568199566059326,0.6235339076721125,0.5901769321390226,0.5758908347635525,0.5614676034591664,0.01289251534800861,0.20984038600161448,-0.2766042729298732,10.5,11.7,23.0,,0.5537108594829341,0.6108842593131226,0.5822975593980284,0.5758908347635525,-0.4398173062156569,0.012943409450065774,0.20986718421054107,-0.2552781861245563
DKS,20260320,220.0,212.23000000000002,8.7,9.7,15.0,0.0,0.5566481483960559,0.6048417703988506,0.5807449593974532,0.5688533787805515,0.4322978321735795,0.013020873324905313,0.2075071914110005,-0.2679899409207458,15.9,17.1,8.0,69.0,0.5441548897185234,0.6020195965516923,0.573087243135108,0.5688533787805515,-0.5695589049823462,0.013077856533608967,0.20734871168448166,-0.2459683815585869
DKS,20260417,210.0,212.23000000000002,14.9,16.8,2.0,0.0,0.4228176483260386,0.4838573001673754,0.453337474246707,0.476632606999743,0.5676950541939709,0.010439346823939762,0.31118449377913393,-0.15645599946701694,13.2,15.0,0.0,18.0,0.4663259796575778,0.5241586277373548,0.4952423036974663,0.476632606999743,-0.4349440331400035,0.010556699841571425,0.3112559729024351,-0.1369646994528697
DKS,20260417,220.0,212.23000000000002,9.7,12.2,0.0,0.0,0.3991270837016368,0.480064362664696,0.4395957231831664,0.4712454991141677,0.46248356018754666,0.01069784998924169,0.3083626873995371,-0.1517479390030001,18.4,20.4,0.0,0.0,,,,0.4712454991141677,-0.541621337938192,0.010853751322737666,0.3078550380214544,-0.1319070384208345
DKS,20260618,210.0,212.23000000000002,21.0,23.6,1.0,0.0,,,,0.4574742808406514,0.58229580106105,0.007443715831850525,0.4521562536976127,-0.10182379498786176,19.5,21.8,0.0,1700.0,,,,0.4574742808406514,-0.43666173818221976,0.007412837561689647,0.45963782029785705,-0.08159761236786167
DKS,20260618,220.0,212.23000000000002,16.4,19.0,0.0,0.0,,,,0.4524853447260262,0.5071233446337845,0.007683085043960355,0.4637450898009092,-0.10204329683340418,24.5,27.1,0.0,103.0,,,,0.4524853447260262,-0.5105066404942098,0.007586850678481877,0.46631647087352945,-0.07977787850203555
DKS,20260918,210.0,212.23000000000002,27.7,30.4,0.0,0.0,,,,0.4482920386656758,0.5870026217507776,0.00561778185443729,0.6075231628914644,-0.0767706765320959,25.2,27.9,0.0,26.0,,,,0.4482920386656758,-0.42085520403245125,0.00565919842808287,0.6101698310299533,-0.055324282573934624
DKS,20260918,220.0,212.23000000000002,23.2,26.0,0.0,0.0,,,,0.443684771642531,0.5306108904638053,0.005784446431568922,0.6224874056606993,-0.076979172987091,30.2,33.3,0.0,42.0,,,,0.443684771642531,-0.4776618077345617,0.005847211451722676,0.6233389146594703,-0.05431114166418638
Z,20260320,45.0,45.01,2.56,2.8,262.0,0.0,0.5570295622472871,0.6105953191683646,0.5838124407078258,0.5668315820323212,0.5355796887987134,0.06246329781077273,0.044809339138841775,-0.05806201346119044,2.38,2.52,29.0,455.0,0.5413818094761503,0.5726249648874903,0.5570033871818203,0.5668315820323212,-0.4642984505128021,0.062446523864568705,0.04481489937768002,-0.05386907882834446
Z,20260320,42.5,45.01,4.0,4.2,3.0,0.0,0.5680843932505754,0.6163616208283481,0.5922230070394617,0.5813436547891183,0.6856416723703865,0.05436027370529795,0.04156245870329922,-0.05538878449072726,1.34,1.5,27.0,337.0,0.554425875325666,0.5940351355028746,0.5742305054142702,0.5813436547891183,-0.31466399091735714,0.05431288827140443,0.041584762039601486,-0.0507633868737154
Z,20260417,45.0,45.01,3.7,3.9,7.0,0.0,0.535865760503685,0.565984505725764,0.5509251331147245,0.5438643766314413,0.5512998714820553,0.04354514055784854,0.06640639300338469,-0.03782383363013375,3.35,3.65,0.0,72.0,0.5183585432271814,0.5635328287854612,0.5409456860063213,0.5438643766314413,-0.45169217274303924,0.04401773038006761,0.06640124904067157,-0.0334285069580198
Z,20260821,45.0,45.01,6.4,7.95,0.0,0.0,0.48334423106289454,0.6107782487946598,0.5470612399287772,0.586405443808335,0.599024266638533,0.021054888097906274,0.1212913254179071,-0.022183138534825453,6.65,6.9,2.0,65.0,0.5673984203136551,0.5879735439106913,0.5776859821121731,0.586405443808335,-0.4072702450548908,0.02162786760336602,0.12140109621000406,-0.017989978658150996
Z,20260918,45.0,45.01,7.35,8.35,1.0,0.0,0.5174435929542724,0.5942407190835644,0.5558421560189184,0.5747447259341257,0.6049460192803044,0.019878881722507676,0.1299838549291934,-0.020274872561916624,6.95,7.45,0.0,96.0,0.5546635693082091,0.5930697216423231,0.5738666454752661,0.5747447259341257,-0.40215646634631974,0.020500587696140868,0.13013434010936553,-0.016141173234245798
Z,20260918,42.5,45.01,8.55,9.65,1.0,0.0,0.5206834760078013,0.6091355971003743,0.5649095365540878,0.5821736843009782,0.6551432903906363,0.01877615720999625,0.1242244573634661,-0.019800322964623973,5.7,6.45,0.0,14.0,0.5610584386394888,0.6212680580909047,0.5911632483651967,0.5821736843009782,-0.3504336554686406,0.019278466641295375,0.12459859762448033,-0.01583708484902857
ZBH,20260320,100.0,99.28,2.25,2.5,7.0,0.0,0.2449835780020146,0.2700389285163306,0.25751125325917257,0.2657296851297642,0.4886404307697699,0.060284759016075,0.09974205975298123,-0.06312101679080895,2.6,2.85,0.0,178.0,0.23697062464728283,0.2670998695444735,0.25203524709587816,0.2657296851297642,-0.5156026048072108,0.06121341517812731,0.09956631860672482,-0.05330136791986817
ZBH,20260320,95.0,99.28,5.5,6.0,5.0,0.0,0.2663473240702487,0.3291322338446853,0.297739778957467,0.2944714345853582,0.7509849834404162,0.04344694787824086,0.08190887830230764,-0.055671162305777955,1.0,1.3,15.0,168.0,0.27612046793211553,0.3139213096038588,0.29502088876798715,0.2944714345853582,-0.25064184234765696,0.04380438434841758,0.0827179946648724,-0.04609165098968648
ZBH,20260417,100.0,99.28,3.3,4.3,23.0,0.0,,,,0.2529494711237077,0.5005244366917733,0.04359801098533858,0.14749131012799133,-0.0422995860519384,3.7,4.6,0.0,153.0,,,,0.2529494711237077,-0.510316050210097,0.043360809708308974,0.14783768017633392,-0.03137305562607917
ZBH,20260417,95.0,99.28,6.5,7.1,0.0,0.0,,,,0.27170284634231107,0.7021190056872239,0.03594574568724407,0.13241555070102162,-0.04414073077438996,1.85,2.7,0.0,2.0,,,,0.27170284634231107,-0.3105614374479774,0.03566925932719622,0.13519627367612852,-0.03248806550241179
